,ISBN,Title,Author,Publishing Date,Category,Description
1233,074757362X,,,,,
1234,1932416595,,,,,
1235,1932416242,,,,,
1236,1573223565,Songbook,Nick Hornby,2003-10-07,Music,"“All I have to say about these songs is that I love them, and want to sing along to them, and force other people to listen to them, and get cross when these other people don’t like them as much as I do.” —Nick Hornby, from Songbook A wise and hilarious collection from the bestselling author of Dickens and Prince, Just Like You, Funny Girl and About a Boy. Songs, songwriters, and why and how they get under our skin… Songbook is Nick Hornby’s labor of love. A shrewd, funny, and completely unique collection of musings on pop music, why it’s good, what makes us listen and love it, and the ways in which it attaches itself to our lives—all with the beat of a perfectly mastered mix tape."
1237,0753814412,My Favourite Year,Nick Hornby,2001,Sports & Recreation,"Roddy Doyle¿s account of the Republic of Ireland¿s triumphant journey through Italia ¿90 is just one of the many first-class pieces in this anthology of original football writing. Contributors include: Roddy Doyle, Harry Pearson, Harry Ritchie, Ed Horton, Olly Wicken, D.J. Taylor, Huw Richards, Nick Hornby, Chris Pierson, Matt Nation, Graham Brack, Don Watson and Giles Smith. ¿A new kind of football writing developed ¿ passionate, disrespectful, self-mocking, yet steeped in personal bias. In book form, young writers such as Nick Hornby and Pete Davies became to the New Football Writing what Tom Wolfe and Hunter S. Thompson had been to the New Journalism¿ Terence Blacker, Sunday Times"
1238,1573226882,Fever Pitch,Nick Hornby,1998-03-01,Biography & Autobiography,"“Whether you are interested in football or not, this is tears-running-down-your-face funny, read-bits-out-loud-to-complete-strangers funny, but also highly perceptive and honest about Hornby’s obsession and the state of the game.” —GQ A brilliant memoir from the beloved, bestselling author of Dickens and Prince, Funny Girl, and High Fidelity. In America, it is soccer. But in Great Britain, it is the real football. No pads, no prayers, no prisoners. And that’s before the players even take the field. Nick Hornby has been a football fan since the moment he was conceived. Call it predestiny. Or call it preschool. Fever Pitch is his tribute to a lifelong obsession. Part autobiography, part comedy, part incisive analysis of insanity, Hornby’s award-winning memoir captures the fever pitch of fandom—its agony and ecstasy, its community, its defining role in thousands of young men’s coming-of-age stories. Fever Pitch is one for the home team. But above all, it is one for everyone who knows what it really means to have a losing season."
1239,1573228214,,,,,
1240,0141007338,,,,,
1241,0670916668,,,,,
1242,1596912316,,,,,
1243,0738511676,,,,,
1244,082641477X,,,,,
1245,1401301010,,,,,
1246,2226126260,,,,,
1247,9774248449,,,,,
1248,0142401757,,,,,
1249,0060094427,Dale Brown's Dreamland: End Game,Dale Brown,2006-10-31,Fiction,"A volatile U.S. ally has fallen prey to the terrorist beast. India is the target of radical Islamic jihadists, and the world watches breathlessly as tensions escalate between the uneasy giant and its longtime nemesis Pakistan—with China waiting in the wings, eager to flex its military might. A nuclear showdown seems inevitable, unless the masterminds at Dreamland can get to the mysterious source of the terror and end it, swiftly and permanently. Every technological wonder the military possesses must be employed to avert an all-out Apocalypse—from an awesome new hybrid Navy destroyer to robot Flighthawks. But the fate of the region and the world will depend on the newest brainchild of the Dreamland team: an unproven instrument of ultimate power code-named End Game."
1250,1568821573,H.P. Lovecraft's: Dreamlands,Professor of History and Head of the School of History Archaeology and Religion Chris Williams,2008-02-02,Fantasy fiction,"H.P. Lovecraft's Dreamlands provides everything needed for Call of Cthulhu investigators to travel down the seven hundred steps, through the Gates of Deeper Slumber, and into the realm of dreams. Includes a travelogue of the dreamlands, a huge gazetteer, dreamlands character creation rules, over thirty prominent NPC's, over 60 monsters who dwell within the dreamlands, descriptions of the dreamlands gods and their cults, six adventures to help jump start a dreamlands campaign, and a new fold-out map of the Dreamlands by Andy Hopp."
1251,0007109660,Dreamland,Dale Brown,2001,,"At Dreamland, the nation's top minds and the Air Force's top guns come together - to develop new artillery, fly new aircraft...and usher in a new era in warfare. The fiasco of a spy's infiltration has the Pentagon looking for an excuse to close Dreamland down. To clean up the mess - and save Dreamland from the congressional chopping block - Lt. Colonel Tecumseh ""Dog"" Bastian is sent in. He's just the guy to shake things up - and does when a situation erupts in Somalia."
1252,0060094419,,,,,
1253,1594480117,,,,,
1254,0061132381,,,,,
1255,0679735259,,,,,
1256,0451216776,,,,,
1257,0609808346,Dispatches from the Tenth Circle,Robert Siegel,2001,American wit and humor,"""The Onion is laugh-out-loud, go-tell-your-friends, get-angry-you-didn't-think-of-it funny."" -Conan O'Brien ""Outside of maybe Dario Fo, an Italian who few are sure exists, the Onion people make the most consistently perfect and excoriating social commentary we currently have. But will those Nobel bastards honor them, too? Only God, our merciless and just God, knows."" -Dave Eggers ""The funniest publication in the United States."" -The New Yorker ""This publication is tasteless and destructive to our shared values. Read it for yourself and you'll see what I mean. Seriously, what else could make me laugh-much less laugh uproariously-while being offended week after week after week?"" -Al Gore ""The Onion is the funniest thing in news since Dan Rather's spooky stare."" -Matt Groening ""Brutal satire that rushes into the far reaches of race, class, sexuality, and culture where many publications-and critics-fear to tread."" -Chicago Tribune ""The Onion, unlike any other entity in our media culture, offers a refreshingly honest look at our complicated life."" -Ken Burns"
1258,0439944392,,,,,
1259,0590227165,How Much is that Guinea Pig in the Window?,Joanne Rocklin,1995,Contests,"Mr. Day's fourth-grade class has a contest, recycling bottles and cans so that they will have enough money to buy a guinea pig."
1260,0140298541,,,,,
1261,0312426038,,,,,
1262,0375703403,,,,,
1263,0312267177,,,,,
1264,0393322106,,,,,
1265,0060856262,,,,,
1266,078617627X,,,,,
1267,0307350320,,,,,
1268,006093266X,Collected Novellas,Gabriel Garcia Marquez,1999-09-22,Fiction,"Renowned as a master of magical realism, Gabriel Garcia Marquez has long delighted readers around the world with his exquisitely crafted prose. Brimming with unforgettable characters and set in exotic locales, his fiction transports readers to a world that is at once fanciful, haunting, and real. Leaf Storm, Gabriel Garcia Marquez's first novella, introduces the mythical village of Macondo, a desolate town beset by torrents of rain, where a man must fulfill a promise made years earlier. No One Writes to the Colonel is a novella of life in a decaying tropical town in Colombia with an unforgettable central character. Chronicle of a Death Foretold is a dark and profound story of three people joined together in a fatal act of violence."
1269,0143039431,,,,,
1270,0764585967,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,2000-06-19,Literary Criticism,"The original CliffsNotes study guides offer a look into key elements and ideas within classic works of literature. The latest generation of titles in this series also features glossaries and visual elements that complement the familiar format. CliffsNotes on The Grapes of Wrath explores John Steinbeck's Pulitzer Prize-winning --and controversial – novel, a work based on the what the author saw for himself as a reporter covering migrant worker camps. Following the story of the Joad family as they travel from the Oklahoma Dust Bowl to California in search of farming opportunities and wealth, this study guide provides summaries and critical commentaries for each part within the novel. Other features that help you figure out this important work include Personal background on the author, including career highlights Introduction to and synopsis of the book In-depth character analyses Critical essays to take you into the author's personal philosophy Review section that features interactive questions and suggested essay topics and practice projects Resource Center with books, films, and Web sites that can help round out your knowledge Classic literature or modern-day treasure — you'll understand it all with expert information and insight from CliffsNotes study guides."
